source,target,partition_col
14-4789,14-5788,14
14-4440,14-5602,14
14-2764,14-5779,14
14-5413,14-5547,14
14-5110,14-2391,14
14-2515,14-4401,14
14-3766,14-2765,14
14-5074,14-4479,14
14-5471,14-5170,14
14-4549,14-831,14
14-1669,14-4742,14
14-3963,14-3300,14
14-2557,14-4718,14
14-5706,14-4351,14
14-5213,14-4525,14
14-5198,14-5700,14
14-4090,14-4776,14
14-4574,14-4300,14
14-5716,14-4504,14
14-2880,14-5662,14
14-5690,14-4530,14
14-3979,14-5435,14
14-4404,14-2564,14
14-5090,14-1006,14
14-5024,14-3741,14
14-5068,14-5232,14
14-4811,14-4926,14
14-1275,14-4269,14
14-3298,14-5749,14
14-2169,14-5388,14
14-5630,14-4556,14
14-3323,14-2035,14
14-4242,14-3913,14
14-4591,14-2652,14
14-2011,14-4665,14
14-1165,14-4055,14
14-4100,14-2954,14
14-3504,14-3833,14
14-1641,14-4878,14
14-3800,14-4704,14
14-5621,14-4748,14
14-5569,14-5720,14
14-4891,14-2682,14
14-5693,14-3077,14
14-4072,14-3068,14
14-1669,14-3954,14
14-5447,14-5440,14
14-5640,14-1523,14
14-1626,14-3689,14
14-5456,14-4006,14
14-5860,14-5858,14
14-4821,14-2948,14
14-4834,14-2841,14
14-2073,14-4846,14
14-1875,14-2964,14
14-4006,14-2372,14
14-3795,14-3227,14
14-4006,14-2409,14
14-2559,14-2468,14
14-4341,14-5671,14
14-5219,14-2544,14
14-4285,14-3911,14
14-4720,14-5329,14
14-5706,14-5165,14
14-3932,14-5735,14
14-3182,14-661,14
14-5545,14-3624,14
14-756,14-3455,14
14-2845,14-3121,14
14-4913,14-5167,14
14-5040,14-1973,14
14-2213,14-5604,14
14-3512,14-5542,14
14-3843,14-4537,14
14-5378,14-4524,14
14-4660,14-4691,14
14-4553,14-5264,14
14-5418,14-4959,14
14-2731,14-3017,14
14-4524,14-5491,14
14-5801,14-4630,14
14-2823,14-5264,14
14-2269,14-5409,14
14-5455,14-3410,14
14-4717,14-5771,14
14-4903,14-5649,14
14-3851,14-2785,14
14-5457,14-3855,14
14-2683,14-3843,14
14-5228,14-3119,14
14-4542,14-5778,14
14-1690,14-4899,14
14-2988,14-3662,14
14-563,14-4132,14
14-1243,14-2237,14
14-4795,14-3908,14
14-3592,14-5326,14
14-4950,14-4854,14
14-1942,14-4198,14
14-5428,14-1687,14
14-4130,14-1397,14
14-2414,14-5581,14
14-5337,14-3135,14
14-5640,14-5135,14
14-4440,14-3921,14
14-5788,14-1521,14
14-5046,14-4698,14
14-4232,14-3738,14
14-4970,14-2107,14
14-3671,14-2676,14
14-5539,14-3414,14
14-4708,14-3551,14
14-4348,14-3865,14
14-1375,14-3136,14
14-5326,14-5392,14
14-2560,14-2631,14
14-3625,14-5513,14
14-1977,14-5333,14
14-5571,14-3662,14
14-1786,14-5194,14
14-4111,14-3646,14
14-5792,14-5399,14
14-3823,14-2191,14
14-1982,14-3203,14
14-2077,14-3556,14
14-5699,14-5350,14
14-4940,14-1086,14
14-4875,14-3824,14
14-5542,14-5627,14
14-5854,14-5423,14
14-955,14-5744,14
14-5264,14-4792,14
14-5784,14-4882,14
14-5725,14-5299,14
14-3051,14-5342,14
14-5380,14-4831,14
14-4702,14-4130,14
14-4678,14-5235,14
14-4316,14-3251,14
14-5561,14-4657,14
14-4777,14-5656,14
14-4883,14-5669,14
14-5656,14-4131,14
14-1067,14-4911,14
14-3143,14-2012,14
14-4543,14-3775,14
14-4342,14-5357,14
14-4616,14-2676,14
14-1687,14-5733,14
14-4348,14-5687,14
14-1496,14-3148,14
14-937,14-1660,14
14-5538,14-2137,14
14-3374,14-2922,14
14-5215,14-5347,14
14-902,14-4960,14
14-3858,14-2693,14
14-5728,14-2804,14
14-4210,14-4651,14
14-3273,14-3950,14
14-4308,14-4377,14
14-2602,14-3556,14
14-2346,14-3383,14
14-4709,14-2421,14
14-3440,14-4423,14
14-3879,14-1732,14
14-1952,14-5807,14
14-4125,14-5853,14
14-3727,14-3184,14
14-5767,14-2595,14
14-4744,14-5090,14
14-5126,14-5827,14
14-5130,14-2389,14
14-5058,14-4952,14
14-4054,14-3931,14
14-4007,14-3798,14
14-2679,14-2356,14
14-2871,14-4308,14
14-4130,14-5239,14
14-3254,14-5696,14
14-5236,14-3081,14
14-5488,14-5789,14
14-2870,14-1193,14
14-5287,14-4936,14
14-2472,14-3680,14
14-2610,14-4819,14
14-5401,14-4662,14
14-3945,14-4191,14
14-4776,14-3390,14
14-383,14-2433,14
14-2652,14-2533,14
14-4987,14-3547,14
14-4328,14-4257,14
14-5848,14-4607,14
14-769,14-3692,14
14-2045,14-4415,14
14-4714,14-5330,14
14-5237,14-4226,14
14-1253,14-5687,14
14-2043,14-3124,14
14-3028,14-4950,14
14-5785,14-4726,14
14-556,14-5793,14
14-3718,14-4360,14
14-3782,14-5118,14
14-3712,14-1490,14
14-1088,14-2497,14
14-3303,14-5723,14
14-4302,14-2326,14
14-2592,14-5531,14
14-4785,14-1917,14
14-4695,14-3309,14
14-5317,14-4973,14
14-5313,14-5692,14
14-5518,14-4351,14
14-5772,14-3768,14
14-1707,14-4275,14
14-350,14-2916,14
14-3462,14-4115,14
14-4038,14-4260,14
14-4862,14-2234,14
14-5440,14-5296,14
14-3477,14-5618,14
14-5630,14-5391,14
14-1517,14-3887,14
14-5279,14-4909,14
14-5579,14-4758,14
14-3949,14-5655,14
14-4253,14-4615,14
14-4457,14-2612,14
14-1219,14-4521,14
14-3841,14-4035,14
14-1267,14-5708,14
14-4289,14-4224,14
14-4750,14-2654,14
14-3523,14-2095,14
14-4801,14-676,14
14-2282,14-2524,14
14-5653,14-5553,14
14-4440,14-2646,14
14-2452,14-625,14
14-4303,14-3961,14
14-4261,14-5188,14
14-4428,14-3103,14
14-4439,14-5612,14
14-2457,14-3998,14
14-3487,14-3817,14
14-4221,14-1590,14
14-5257,14-4862,14
14-5487,14-3441,14
14-4505,14-4772,14
14-4418,14-5500,14
14-4788,14-4147,14
14-5744,14-729,14
14-4736,14-4305,14
14-5639,14-5845,14
14-4615,14-4424,14
14-2774,14-4909,14
14-4556,14-4933,14
14-1335,14-4508,14
14-1160,14-5486,14
14-3876,14-5295,14
14-5676,14-4309,14
14-3661,14-4679,14
14-2194,14-4104,14
14-4668,14-3590,14
14-4580,14-1154,14
14-4477,14-4440,14
14-4134,14-5250,14
14-2061,14-2678,14
14-4461,14-2085,14
14-5523,14-5074,14
14-1963,14-4139,14
14-2783,14-2733,14
14-3733,14-5442,14
14-5357,14-3702,14
14-4513,14-2896,14
14-4908,14-5302,14
14-2871,14-3820,14
14-5350,14-4367,14
14-3923,14-5675,14
14-3398,14-3380,14
14-5014,14-4742,14
14-4156,14-4956,14
14-1361,14-5849,14
14-5730,14-3984,14
14-1363,14-1953,14
14-2373,14-5693,14
14-2522,14-4226,14
14-5002,14-4337,14
14-5087,14-2956,14
14-5732,14-5635,14
14-948,14-5414,14
14-5338,14-1811,14
14-3080,14-5682,14
14-3981,14-2784,14
14-5732,14-3962,14
14-4048,14-923,14
14-3671,14-4156,14
14-4427,14-4482,14
14-3085,14-5572,14
14-5359,14-4481,14
14-4529,14-4174,14
14-3880,14-971,14
14-5523,14-5381,14
14-5462,14-4622,14
14-2626,14-3370,14
14-2964,14-4609,14
14-5714,14-3214,14
14-5185,14-1707,14
14-2291,14-5730,14
14-724,14-1284,14
14-5139,14-1961,14
14-3536,14-5411,14
14-3572,14-3975,14
14-2025,14-987,14
14-3509,14-4281,14
14-5411,14-5801,14
14-3144,14-1762,14
14-2833,14-3458,14
14-2327,14-3723,14
14-2209,14-5380,14
14-1460,14-2300,14
14-5659,14-2391,14
14-4580,14-5176,14
14-5102,14-4325,14
14-2871,14-540,14
14-4632,14-3335,14
14-2895,14-1809,14
14-4562,14-5066,14
14-2805,14-2591,14
14-5371,14-5445,14
14-2698,14-1213,14
14-4849,14-5161,14
14-4801,14-5161,14
14-1927,14-5701,14
14-5560,14-797,14
14-2876,14-1709,14
14-2684,14-4842,14
14-2778,14-2603,14
14-5241,14-4154,14
14-4453,14-3958,14
14-4780,14-4489,14
14-5153,14-5426,14
14-5279,14-4424,14
14-2906,14-5597,14
14-4464,14-5382,14
14-3204,14-4427,14
14-4066,14-4047,14
14-5519,14-2122,14
14-2369,14-2969,14
14-4979,14-3736,14
14-872,14-4737,14
14-5630,14-1368,14
14-4434,14-2559,14
14-5509,14-4682,14
14-3707,14-5648,14
14-2108,14-5130,14
14-5336,14-3364,14
14-5437,14-5705,14
14-1149,14-2364,14
14-5365,14-4153,14
14-5505,14-1947,14
14-1782,14-5270,14
14-3608,14-1766,14
14-5321,14-4488,14
14-5758,14-4828,14
14-4598,14-3969,14
14-4273,14-1315,14
14-3461,14-4402,14
14-4335,14-1140,14
14-4960,14-2304,14
14-2744,14-4293,14
14-1011,14-5516,14
14-4316,14-4138,14
14-4411,14-5750,14
14-4011,14-5193,14
14-2419,14-5819,14
14-3854,14-4342,14
14-5735,14-4828,14
14-2697,14-5184,14
14-4663,14-2728,14
14-2469,14-4231,14
14-1037,14-3687,14
14-2933,14-4445,14
14-3943,14-5537,14
14-3585,14-2681,14
14-5459,14-2912,14
14-3968,14-4089,14
14-5121,14-1731,14
14-4528,14-3412,14
14-3890,14-1604,14
14-4166,14-4153,14
14-1054,14-5395,14
14-5247,14-5083,14
14-3177,14-5355,14
14-5770,14-4919,14
14-2481,14-3455,14
14-255,14-4832,14
14-5089,14-4340,14
14-4314,14-4125,14
14-1767,14-2123,14
14-2895,14-5624,14
14-5327,14-4354,14
14-4661,14-2742,14
14-4864,14-3176,14
14-1689,14-4060,14
14-4183,14-4056,14
14-3681,14-1300,14
14-5833,14-5692,14
14-3638,14-4265,14
14-5527,14-3387,14
14-5014,14-4386,14
14-1975,14-4898,14
14-3182,14-5197,14
14-3904,14-3694,14
14-5290,14-4395,14
14-4259,14-4552,14
14-3237,14-610,14
14-5258,14-4109,14
14-3660,14-5621,14
14-3555,14-2313,14
14-1907,14-5480,14
14-5185,14-2481,14
14-2376,14-4359,14
14-957,14-4414,14
14-3781,14-2314,14
14-5321,14-5445,14
14-2751,14-5810,14
14-4501,14-3100,14
14-2968,14-5801,14
14-2676,14-3438,14
14-3196,14-1885,14
14-2823,14-5720,14
14-4412,14-5165,14
14-3736,14-4266,14
14-591,14-3163,14
14-4254,14-5113,14
14-3814,14-3895,14
14-2808,14-2231,14
14-4445,14-5134,14
14-3420,14-1013,14
14-2585,14-5590,14
14-2840,14-2365,14
14-1841,14-4274,14
14-5170,14-4936,14
14-4766,14-4735,14
14-5230,14-4335,14
14-1631,14-2911,14
14-5683,14-1723,14
14-3507,14-1257,14
14-4869,14-5693,14
14-5364,14-3738,14
14-4555,14-2670,14
14-627,14-4169,14
14-4905,14-2034,14
14-1299,14-1860,14
14-3798,14-3894,14
14-4481,14-5708,14
14-5643,14-5581,14
14-582,14-3283,14
14-5843,14-5722,14
14-4546,14-5509,14
14-5380,14-5210,14
14-3723,14-3174,14
14-4339,14-4236,14
14-4063,14-5155,14
14-3466,14-212,14
14-5435,14-2757,14
14-5786,14-3685,14
14-2131,14-4746,14
14-2186,14-3774,14
14-5706,14-4577,14
14-4273,14-5805,14
14-3701,14-5839,14
14-3137,14-5224,14
14-1575,14-5856,14
14-4559,14-5263,14
14-5347,14-2441,14
14-3039,14-3777,14
14-5360,14-1240,14
14-3960,14-2302,14
14-4752,14-3452,14
14-4452,14-1626,14
14-4802,14-5066,14
14-4995,14-1223,14
14-5839,14-4436,14
14-2950,14-5759,14
14-4828,14-2395,14
14-5051,14-1969,14
14-3397,14-4562,14
14-4267,14-4051,14
14-5833,14-5768,14
14-4195,14-3490,14
14-5282,14-4087,14
14-5407,14-4890,14
14-5623,14-3552,14
14-4234,14-4428,14
14-2093,14-1559,14
14-4994,14-4780,14
14-4877,14-3065,14
14-5133,14-1787,14
14-4973,14-408,14
14-1671,14-5510,14
14-4568,14-5577,14
14-3941,14-5780,14
14-5664,14-5048,14
14-4298,14-2902,14
14-4813,14-4066,14
14-4260,14-2356,14
14-5620,14-3418,14
14-4879,14-3509,14
14-4047,14-1782,14
14-1393,14-5759,14
14-3528,14-4444,14
14-5589,14-5378,14
14-5126,14-5319,14
14-5515,14-3168,14
14-2095,14-3477,14
14-3784,14-5003,14
14-3486,14-2565,14
14-5702,14-3787,14
14-3746,14-3319,14
14-1548,14-4982,14
14-2715,14-4621,14
14-5007,14-4928,14
14-5637,14-1981,14
14-4802,14-1838,14
14-4754,14-4112,14
14-3615,14-4885,14
14-2877,14-2667,14
14-4605,14-5599,14
14-2774,14-2575,14
14-627,14-5793,14
14-5769,14-4709,14
14-4010,14-4622,14
14-5707,14-2426,14
14-2783,14-5029,14
14-1972,14-5419,14
14-5230,14-1710,14
14-2256,14-4585,14
14-3989,14-2770,14
14-4142,14-3283,14
14-5426,14-2313,14
14-3324,14-563,14
14-4008,14-4966,14
14-4915,14-4319,14
14-5098,14-5109,14
14-4871,14-3108,14
14-5415,14-434,14
14-3563,14-3710,14
14-425,14-4972,14
14-2436,14-5550,14
14-4184,14-5321,14
14-5756,14-4520,14
14-5662,14-2694,14
14-4240,14-5716,14
14-5279,14-4203,14
14-2838,14-2688,14
14-5308,14-5008,14
14-5531,14-4224,14
14-4725,14-5341,14
14-311,14-5478,14
14-5490,14-4656,14
14-3969,14-5787,14
14-4827,14-4032,14
14-3540,14-2480,14
14-5279,14-1797,14
14-1550,14-2070,14
14-2943,14-1561,14
14-5181,14-3171,14
14-3662,14-4346,14
14-5166,14-3164,14
14-4152,14-4144,14
14-5681,14-5573,14
14-3700,14-5840,14
14-5490,14-3533,14
14-5346,14-3755,14
14-3536,14-4174,14
14-3472,14-4616,14
14-3865,14-4396,14
14-1462,14-2184,14
14-2124,14-5615,14
14-3725,14-2092,14
14-4394,14-4475,14
14-5086,14-4474,14
14-3975,14-5739,14
14-2249,14-4483,14
14-5319,14-5758,14
14-5350,14-4846,14
14-2108,14-5615,14
14-2253,14-4374,14
14-4967,14-2768,14
14-3590,14-5729,14
14-5102,14-5836,14
14-4649,14-2188,14
14-4896,14-4629,14
14-1915,14-3582,14
14-2205,14-5326,14
14-4679,14-2193,14
14-1699,14-4958,14
14-5253,14-5172,14
14-451,14-5265,14
14-3547,14-4884,14
14-2944,14-3248,14
14-3448,14-2644,14
14-1245,14-4925,14
14-5069,14-4791,14
14-3874,14-5115,14
14-5159,14-5203,14
14-3637,14-4571,14
14-3860,14-4373,14
14-4112,14-2562,14
14-5596,14-2827,14
14-2759,14-5198,14
14-4749,14-5202,14
14-3416,14-2237,14
14-5090,14-5628,14
14-2761,14-682,14
14-2848,14-3904,14
14-4784,14-5514,14
14-4046,14-2680,14
14-3860,14-2712,14
14-5573,14-1893,14
14-5098,14-5190,14
14-2987,14-1614,14
14-5531,14-5336,14
14-998,14-3223,14
14-5714,14-4603,14
14-3269,14-4952,14
14-4331,14-4524,14
14-4739,14-3783,14
14-2696,14-4558,14
14-4227,14-5276,14
14-817,14-5473,14
14-4703,14-2306,14
14-4066,14-5395,14
14-1473,14-5614,14
14-2973,14-5235,14
14-5566,14-2749,14
14-4912,14-5852,14
14-5164,14-5342,14
14-3161,14-1735,14
14-3474,14-5244,14
14-5596,14-5522,14
14-4395,14-2698,14
14-5330,14-5713,14
14-3469,14-3824,14
14-5040,14-4863,14
14-1842,14-2119,14
14-3542,14-2515,14
14-5259,14-2748,14
14-5574,14-5595,14
14-5083,14-4077,14
14-5569,14-3264,14
14-4833,14-2490,14
14-5341,14-5831,14
14-5402,14-647,14
14-4780,14-5639,14
14-4418,14-5271,14
14-1542,14-4411,14
14-3661,14-3755,14
14-5087,14-5230,14
14-5856,14-3690,14
14-5434,14-3132,14
14-5097,14-2932,14
14-3823,14-5387,14
14-1427,14-4134,14
14-3852,14-5350,14
14-4469,14-5219,14
14-2745,14-5646,14
14-3207,14-5286,14
14-2858,14-3428,14
14-5783,14-5175,14
14-1985,14-3302,14
14-3429,14-2348,14
14-3868,14-3693,14
14-5105,14-4814,14
14-5237,14-5473,14
14-3751,14-1244,14
14-3496,14-5674,14
14-4813,14-517,14
14-1619,14-5300,14
14-2157,14-5516,14
14-2263,14-4726,14
14-2938,14-3885,14
14-1397,14-5600,14
14-4921,14-4364,14
14-5181,14-5192,14
14-4549,14-5568,14
14-5858,14-2888,14
14-5334,14-4029,14
14-5206,14-5609,14
14-4822,14-3961,14
14-5212,14-5629,14
14-2701,14-4554,14
14-5505,14-4994,14
14-3347,14-4417,14
14-4169,14-4089,14
14-4175,14-4483,14
14-4661,14-3896,14
14-3679,14-2364,14
14-3285,14-5794,14
14-3472,14-4807,14
14-710,14-4165,14
14-2334,14-5066,14
14-3247,14-3438,14
14-4518,14-5150,14
14-5338,14-3650,14
14-3295,14-660,14
14-2551,14-5572,14
14-2437,14-2299,14
14-3162,14-5789,14
14-5289,14-5500,14
14-2953,14-4842,14
14-841,14-4282,14
14-5587,14-5339,14
14-3409,14-3178,14
14-857,14-5255,14
14-3716,14-4786,14
14-4936,14-5299,14
14-5607,14-2062,14
14-5631,14-5187,14
14-2780,14-3017,14
14-5816,14-5384,14
14-4769,14-5253,14
14-5030,14-5165,14
14-5183,14-2471,14
14-3712,14-4466,14
14-2379,14-4521,14
14-4269,14-4853,14
14-4996,14-2569,14
14-5563,14-4940,14
14-4122,14-4505,14
14-5269,14-4395,14
14-2329,14-3337,14
14-3084,14-2437,14
14-5053,14-3574,14
14-3850,14-2249,14
14-3751,14-2590,14
14-5368,14-5303,14
14-5188,14-947,14
14-712,14-1349,14
14-792,14-884,14
14-3511,14-4214,14
14-3044,14-2984,14
14-5188,14-4120,14
14-2199,14-3638,14
14-3024,14-1283,14
14-359,14-4202,14
14-4593,14-3289,14
14-4603,14-4187,14
14-1324,14-5642,14
14-5829,14-3029,14
14-4470,14-4179,14
14-2479,14-3297,14
14-5540,14-3411,14
14-2305,14-4404,14
14-4852,14-5540,14
14-3158,14-3337,14
14-3824,14-5150,14
14-5464,14-2943,14
14-4896,14-3236,14
14-2208,14-1118,14
14-4156,14-2153,14
14-4824,14-1813,14
14-5363,14-5633,14
14-3661,14-5818,14
14-4450,14-5860,14
14-5132,14-5853,14
14-3058,14-717,14
14-3309,14-3905,14
14-5392,14-882,14
14-4413,14-1601,14
14-2069,14-3007,14
14-1800,14-5063,14
14-4075,14-5776,14
14-3187,14-2540,14
14-4538,14-3644,14
14-4467,14-4099,14
14-3618,14-5202,14
14-3719,14-5823,14
14-5556,14-5682,14
14-248,14-5781,14
14-3500,14-3865,14
14-4016,14-3176,14
14-5256,14-3824,14
14-5010,14-1896,14
14-3399,14-2584,14
14-4008,14-348,14
14-3665,14-507,14
14-5095,14-3794,14
14-1650,14-5593,14
14-1320,14-3368,14
14-1804,14-2928,14
14-5798,14-2471,14
14-5528,14-5814,14
14-549,14-3070,14
14-4105,14-5643,14
14-4863,14-4651,14
14-2245,14-5386,14
14-4799,14-3934,14
14-2500,14-1483,14
14-4620,14-1575,14
14-4598,14-4839,14
14-3678,14-1525,14
14-5502,14-4046,14
14-3332,14-512,14
14-2960,14-1986,14
14-4687,14-4144,14
14-2925,14-5275,14
14-2863,14-5494,14
14-2254,14-2027,14
14-2799,14-3565,14
14-2405,14-3387,14
14-4343,14-1044,14
14-3737,14-3521,14
14-2688,14-4252,14
14-4909,14-5525,14
14-5137,14-4101,14
14-5056,14-1515,14
14-4628,14-2536,14
14-5528,14-5117,14
14-4384,14-2745,14
14-4577,14-3642,14
14-3801,14-1800,14
14-4082,14-4469,14
14-3864,14-3949,14
14-4135,14-4457,14
14-3750,14-5042,14
14-4221,14-4592,14
14-2556,14-4429,14
14-2679,14-5166,14
14-3209,14-3783,14
14-4908,14-5781,14
14-1073,14-4575,14
14-4821,14-3995,14
14-2673,14-4254,14
14-2730,14-5551,14
14-5810,14-5620,14
14-4557,14-3513,14
14-2750,14-5474,14
14-2506,14-2096,14
14-1576,14-5855,14
14-4527,14-4769,14
14-4250,14-5855,14
14-4072,14-2447,14
14-5554,14-1464,14
14-5578,14-3891,14
14-1212,14-5405,14
14-3480,14-2685,14
14-5626,14-5730,14
14-5564,14-1793,14
14-3771,14-5619,14
14-2372,14-2956,14
14-3081,14-5224,14
14-1018,14-3596,14
14-4322,14-5386,14
14-601,14-1400,14
14-5139,14-5078,14
14-1952,14-2967,14
14-5595,14-4895,14
14-5702,14-3983,14
14-3724,14-4612,14
14-5710,14-4887,14
14-2382,14-3655,14
14-3925,14-3166,14
14-2296,14-416,14
14-573,14-3430,14
14-3872,14-3616,14
14-756,14-2945,14
14-5706,14-976,14
14-4346,14-5045,14
14-3603,14-4140,14
14-4131,14-3964,14
14-2295,14-3493,14
14-2897,14-3847,14
14-4514,14-3184,14
14-5597,14-2446,14
14-3797,14-5764,14
14-2420,14-4051,14
14-4368,14-4662,14
14-5626,14-5290,14
14-4172,14-5300,14
14-3294,14-4913,14
14-5374,14-4313,14
14-5783,14-5790,14
14-4144,14-5393,14
14-1804,14-4048,14
14-4525,14-3711,14
14-4181,14-4605,14
14-3515,14-4229,14
14-3087,14-561,14
14-5675,14-4111,14
14-5449,14-4237,14
14-1645,14-5455,14
14-2896,14-871,14
14-5443,14-4069,14
14-5465,14-5339,14
14-4760,14-4188,14
14-3389,14-4029,14
14-1952,14-2288,14
14-5446,14-5144,14
14-4845,14-5105,14
14-4491,14-3584,14
14-4179,14-4124,14
14-2034,14-5637,14
14-2982,14-3022,14
14-3671,14-5139,14
14-5386,14-4458,14
14-4825,14-978,14
14-3692,14-4002,14
14-5463,14-2556,14
14-4621,14-5542,14
14-488,14-3507,14
14-5160,14-4428,14
14-1429,14-5531,14
14-5112,14-3071,14
14-3673,14-4599,14
14-4239,14-5010,14
14-5301,14-4268,14
14-3994,14-5024,14
14-5443,14-3780,14
14-3846,14-936,14
14-4735,14-4344,14
14-5064,14-1345,14
14-4222,14-4680,14
14-4929,14-3449,14
14-3748,14-4948,14
14-3932,14-1447,14
14-5459,14-1979,14
14-3359,14-3057,14
14-2717,14-5664,14
14-4419,14-4404,14
14-3717,14-5513,14
14-3235,14-1919,14
14-5578,14-4632,14
14-5316,14-4916,14
14-2075,14-3113,14
14-3733,14-3503,14
14-5209,14-5340,14
14-4331,14-5605,14
14-5574,14-4208,14
14-3890,14-2697,14
14-4919,14-3296,14
14-3123,14-1156,14
14-4956,14-3143,14
14-5745,14-4904,14
14-4702,14-5305,14
14-3520,14-5026,14
14-5385,14-5562,14
14-335,14-5149,14
14-1136,14-2222,14
14-5524,14-5776,14
14-5754,14-4340,14
14-5316,14-3422,14
14-4734,14-2933,14
14-4803,14-4614,14
14-5223,14-4757,14
14-3944,14-5241,14
14-5523,14-1490,14
14-4035,14-5750,14
14-5497,14-4307,14
14-5584,14-3933,14
14-5486,14-2788,14
14-3737,14-3984,14
14-3839,14-5127,14
14-5265,14-5781,14
14-4269,14-2659,14
14-2985,14-5670,14
14-5321,14-1823,14
14-3316,14-1710,14
14-5620,14-4985,14
14-3685,14-2636,14
14-5433,14-1426,14
14-1984,14-3462,14
14-2546,14-5112,14
14-1877,14-3324,14
14-502,14-534,14
14-3898,14-766,14
14-4480,14-4464,14
14-5626,14-4362,14
14-4506,14-5342,14
14-5169,14-4312,14
14-5295,14-1050,14
14-2479,14-3737,14
14-2841,14-4773,14
14-3185,14-4756,14
14-4892,14-4109,14
14-4525,14-3716,14
14-3610,14-3751,14
14-5812,14-5695,14
14-1025,14-4277,14
14-5085,14-4778,14
14-3913,14-3918,14
14-4915,14-4519,14
14-1170,14-5683,14
14-1102,14-3811,14
14-3585,14-2462,14
14-1201,14-5607,14
14-5835,14-2851,14
14-3610,14-3920,14
14-5055,14-3855,14
14-734,14-4782,14
14-4846,14-2377,14
14-4567,14-5383,14
14-5201,14-3061,14
14-3558,14-4208,14
14-4549,14-3590,14
14-3792,14-3456,14
14-4524,14-5025,14
14-2010,14-5544,14
14-5215,14-3384,14
14-3830,14-5293,14
14-4870,14-994,14
14-5259,14-3541,14
14-5626,14-3273,14
14-5743,14-4509,14
14-5387,14-4440,14
14-3352,14-4802,14
14-3970,14-451,14
14-1282,14-5070,14
14-2768,14-5443,14
14-5211,14-2538,14
14-5850,14-4433,14
14-2691,14-577,14
14-2827,14-2099,14
14-4910,14-1181,14
14-5847,14-3591,14
14-5657,14-5670,14
14-3287,14-5315,14
14-3166,14-4362,14
14-2153,14-4705,14
14-4946,14-5225,14
14-4555,14-3810,14
14-2283,14-943,14
14-5165,14-4748,14
14-5589,14-532,14
14-3020,14-1261,14
14-3394,14-4700,14
14-4781,14-4716,14
14-3742,14-4276,14
14-2243,14-5504,14
14-2455,14-5676,14
14-5476,14-4108,14
14-4156,14-2384,14
14-3561,14-5511,14
14-3169,14-5543,14
14-1637,14-5687,14
14-988,14-5105,14
14-3219,14-5126,14
14-5201,14-3928,14
14-4710,14-5847,14
14-5825,14-4383,14
14-4687,14-4438,14
14-5498,14-2924,14
14-4208,14-2525,14
14-3587,14-5172,14
14-3408,14-3022,14
14-4983,14-3734,14
14-3422,14-4949,14
14-4531,14-4424,14
14-4458,14-5493,14
14-5140,14-3282,14
14-4690,14-3806,14
14-3112,14-3915,14
14-2948,14-4597,14
14-1961,14-4093,14
14-4736,14-3938,14
14-2927,14-4470,14
14-3749,14-4444,14
14-4834,14-4050,14
14-5087,14-3335,14
14-3234,14-4935,14
14-1146,14-2413,14
14-3255,14-4320,14
14-4930,14-2031,14
14-5032,14-3996,14
14-2961,14-5320,14
14-5703,14-2155,14
14-4815,14-5832,14
14-5386,14-5657,14
14-5625,14-4021,14
14-5439,14-4786,14
14-3281,14-2064,14
14-5210,14-4332,14
14-5421,14-4561,14
14-5415,14-752,14
14-5216,14-914,14
14-5676,14-2980,14
14-559,14-829,14
14-5220,14-4832,14
14-5614,14-4119,14
14-4392,14-5195,14
14-5224,14-2381,14
14-4472,14-2702,14
14-5840,14-4706,14
14-4412,14-3617,14
14-1914,14-4654,14
14-5858,14-3282,14
14-5469,14-3926,14
14-2086,14-2910,14
14-5757,14-4741,14
14-2633,14-3899,14
14-2215,14-1165,14
14-4081,14-3100,14
14-4530,14-4082,14
14-5716,14-1448,14
14-1612,14-5436,14
14-4144,14-5525,14
14-2053,14-4691,14
14-4507,14-5709,14
14-5350,14-2220,14
14-4207,14-2291,14
14-4421,14-2155,14
14-2914,14-2363,14
14-4020,14-2944,14
14-2948,14-3049,14
14-5367,14-4758,14
14-2722,14-4740,14
14-4227,14-3894,14
14-4880,14-2893,14
14-4490,14-3416,14
14-5302,14-64,14
14-5731,14-3728,14
14-2292,14-2577,14
14-4285,14-3780,14
14-2511,14-4495,14
14-5121,14-929,14
14-4977,14-5353,14
14-5653,14-5592,14
14-4159,14-5130,14
14-5052,14-5423,14
14-5048,14-5460,14
14-4521,14-2308,14
14-5292,14-5204,14
14-3512,14-3200,14
14-5244,14-4003,14
14-4593,14-5355,14
14-5653,14-5068,14
14-5415,14-4069,14
14-4501,14-2805,14
14-2826,14-3020,14
14-2297,14-4515,14
14-4884,14-5518,14
14-4941,14-4829,14
14-4169,14-5819,14
14-3247,14-5086,14
14-4824,14-1427,14
14-3841,14-3277,14
14-5069,14-3835,14
14-3589,14-3362,14
14-4914,14-4726,14
14-5727,14-5835,14
14-1741,14-3615,14
14-4061,14-5371,14
14-2669,14-3774,14
14-5227,14-5193,14
14-5859,14-2940,14
14-3458,14-5145,14
14-4939,14-1242,14
14-5347,14-5136,14
14-5580,14-2273,14
14-4794,14-2805,14
14-5001,14-2047,14
14-2483,14-4925,14
14-1499,14-2792,14
14-3872,14-2494,14
14-2510,14-2095,14
14-5393,14-3502,14
14-5112,14-4512,14
14-3615,14-2217,14
